prod-id,cat-id,sub-cat-id,name-eng,model,model-sub-title,model-title,product-specification,technical-specification,features,home,video,pdf,brochure-pdf,user-manual-pdf,is-show-24-month-icon,is-show-12-month-icon,is-show-nsic-icon,is-show-fmtti-icon,is-show-german-icon,banner-image,specification-dark-img,specification-light-img,ft,hc,ordering,meta-title,meta-desc,fast-movinng-pdf,workshop-pdf,specification-left-img
215,9,85,BRUSH CUTTER,BON-B-BC-1500W,Brush Cutter,"Voltage : 36V DC, 2.5Ah","[[""Voltage"",""36V DC, 2.5Ah""],[""Rated Power"",""700W, Brushless""],[""No Load Speed"",""7000rpm""],[""Cutting Capacity"",""33cm(13\u2019\u2019)""],[""Spool Type"",""\u00d82.0mm X 2(\u00d80.08\u2019\u2019X2)""],[""Blade Type"",""4 Teeth \u00d823cm(\u00d89.06\u2019\u2019)""],[""Line Type"",""0.06\u201d Dual (\u00d81.6 Mm X 2)""],[""Line Length"",""23ft (7m)""],[""Feeding System"",""Automatic""]]",,,0,,,NULL,,No,Yes,No,No,Yes,,,,,,1,,,,,
216,7,49,SOLAR SUMBERSIBLE PUMPS,BON-LR-4.0-110-4.5(85),SOLAR SUMBERSIBLE PUMPS,Energy : 750,"[[""Energy"",""750""],[""Voltage"",""110""],[""Maximum flow (m3 \/ h)"",""4,5""],[""Maximum height (m)"",""85""],[""Outlet (inches)"",""1.25\u201d""],[""Includes 330W polycrystalline solar panel"",""4 Parts""]]",,,0,,,NULL,,No,Yes,No,No,Yes,,,,,,1,,,,,
217,7,49,SOLAR SUMBERSIBLE PUMPS,BON-LR-4.0-110-7.5(65),SOLAR SUMBERSIBLE PUMPS,Energy : 750,"[[""Energy"",""750""],[""Voltage"",""110""],[""Maximum flow (m3 \/ h)"",""7,5""],[""Maximum height (m)"",""65""],[""Outlet (inches)"","" 2\u201d""],[""Includes 330W polycrystalline solar panel"",""4 Parts""]]",,,0,,,NULL,,No,Yes,No,No,Yes,,,,,,1,,,,,
218,3,41,EFI GASOLINE ENGINE,BON-GEFI-22.5HP-A,EFI GASOLINE ENGINE,"Potencia nominal (Kw/HP) : 16.5/22,5","[[""Motor :"",""22,5 HP""],["" Dia\u0301metro del cilindro"",""78\u00d771""],[""Potencia nominal (Kw\/HP)"",""16.5\/22,5""],[""Ma\u0301x. Velocidad de salida (r\/min) "",""3900""],[""Ma\u0301x. Par (Nm)"",""47""],[""Velocidad de ralenti\u0301 (r\/min)"",""1650\u00b1150""],["" Sistema de arranque"",""E Inicio""],[""Capacidad de aceite del motor (L)"",""1.5""],[""Aceite recomendado"",""SAE10W-30""],[""Tasa especi\u0301fica de consumo de combustible a potencia nominal (g\/kW\u2022h)"",""350""]]",,,1,,,NULL,NULL,No,Yes,No,No,Yes,,,,,,1,,,,,
219,3,41,EFI GASOLINE ENGINE,BON-GEFI-22.5HP-B,EFI GASOLINE ENGINE,"Potencia nominal (Kw/HP) : 16.5/22,5 ","[[""Motor"",""22,5 HP""],[""Dia\u0301metro del cilindro"",""78\u00d771""],[""Potencia nominal (Kw\/HP)"",""16.5\/22,5""],[""Ma\u0301x. Velocidad de salida (r\/min)"",""3900""],[""Ma\u0301x. Par (Nm)"",""47""],[""Velocidad de ralenti\u0301 (r\/min)"",""1650\u00b1150""],[""Sistema de arranque"",""E Inicio""],[""Capacidad de aceite del motor (L)"",""2""],[""Aceite recomendado"",""SAE10W-30""],[""Tasa especi\u0301fica de consumo de combustible a potencia nominal (g\/kW\u2022h)"",""350""]]",,,0,,,NULL,NULL,No,Yes,No,No,Yes,,,,,,2,,,,,
220,3,41,EFI GASOLINE ENGINE,BON-GEFI-24.5HP-A,EFI GASOLINE ENGINE,"Potencia nominal (Kw/HP) : 18/24,5 ","[[""Motor :"",""24,5 HP""],[""Dia\u0301metro del cilindro"",""82\u00d771""],[""Potencia nominal (Kw\/HP)"",""18\/24,5""],[""Ma\u0301x. Velocidad de salida (r\/min)"",""3900""],[""Ma\u0301x. Par (Nm)"",""52""],[""Velocidad de ralenti\u0301 (r\/min)"",""1650\u00b1150""],[""Sistema de arranque"",""E Inicio""],[""Capacidad de aceite del motor (L)"",""1.5""],[""Aceite recomendado"",""SAE10W-30""],[""Tasa especi\u0301fica de consumo de combustible a potencia nominal (g\/kW\u2022h)"",""350""]]",,,0,,,NULL,NULL,No,Yes,No,No,Yes,,,,,,3,,,,,
221,3,41,EFI GASOLINE ENGINE,BON-GEFI-24.5HP-B,EFI GASOLINE ENGINE,"Potencia nominal (Kw/HP) : 18/24,5 ","[[""Motor :"",""24,5 HP""],[""Dia\u0301metro del cilindro"",""82\u00d771""],[""Potencia nominal (Kw\/HP)"",""18\/24,5""],[""Ma\u0301x. Velocidad de salida (r\/min)"",""3900""],[""Ma\u0301x. Par (Nm)"",""52""],[""Velocidad de ralenti\u0301 (r\/min)"",""1650\u00b1150""],[""Sistema de arranque"",""E Inicio""],[""Capacidad de aceite del motor (L)"",""2""],[""Aceite recomendado"",""SAE10W-30""],[""Tasa especi\u0301fica de consumo de combustible a potencia nominal (g\/kW\u2022h)"",""350""]]",,,0,,,NULL,NULL,No,Yes,No,No,Yes,,,,,,4,,,,,
222,3,41,EFI GASOLINE ENGINE,BON-GEFI-34HP-A,EFI GASOLINE ENGINE,Potencia nominal (Kw/HP) : 26/34,"[[""Motor :"",""34 HP""],[""Dia\u0301metro del cilindro"",""90\u00d778.5""],[""Potencia nominal (Kw\/HP)"",""26\/34""],[""Ma\u0301x. Velocidad de salida (r\/min)"",""3900""],[""Ma\u0301x. Par (Nm)"",""73""],[""Velocidad de ralenti\u0301 (r\/min)"",""1650\u00b1150""],[""Sistema de arranque"",""E Inicio""],[""Capacidad de aceite del motor (L)"",""2.5""],[""Aceite recomendado"",""SAE10W-30""],[""Tasa especi\u0301fica de consumo de combustible a potencia nominal (g\/kW\u2022h)"",""350""]]",,,0,,,NULL,NULL,No,Yes,No,No,Yes,,,,,,5,,,,,
223,3,41,EFI GASOLINE ENGINE,BON-GEFI-34HP-B,EFI GASOLINE ENGINE,Potencia nominal (Kw/HP) : 26/34 ,"[[""Motor :"",""34 HP""],[""Dia\u0301metro del cilindro"",""90\u00d778.5""],[""Potencia nominal (Kw\/HP)"",""26\/34""],[""Ma\u0301x. Velocidad de salida (r\/min)"",""3900""],[""Ma\u0301x. Par (Nm)"",""73""],[""Velocidad de ralenti\u0301 (r\/min)"",""1650\u00b1150""],[""Sistema de arranque"",""E Inicio""],[""Capacidad de aceite del motor (L)"",""2""],[""Aceite recomendado"",""SAE10W-30""],[""Tasa especi\u0301fica de consumo de combustible a potencia nominal (g\/kW\u2022h)"",""350""]]",,,0,,,NULL,NULL,No,Yes,No,No,Yes,,,,,,6,,,,,
224,3,41,EFI GASOLINE ENGINE,BON-GGFI-8.5KW,EFI GASOLINE ENGINE,"Potencia máxima : 8,5 KW","[["" Potencia ma\u0301xima"",""8,5 KW""],[""Potencia nominal"",""8,0 KW""],[""Bobina del estator"",""100% Cobre""],[""Frecuencia"",""50 Hz""],[""Voltaje"",""230 voltaje""],[""Motor"",""16 HP (EI)""],[""Material del alternador"",""CU""],[""Tecnologi\u0301a"",""OHV, Va\u0301lvulas a la cabeza""],[""Tipo"",""4 Tiempos""],[""Tiempo ejecucion al 50% de carga"",""8,0 Hora""],[""Capacidad tanque combustible"",""27 Litros""],[""Sistema de arranque"","" Retra\u0301ctil""],[""Ruido dB(A) 7m"",""78-82""],[""Grado de aislamiento"",""F""]]",NULL,,0,,,NULL,NULL,No,Yes,Yes,Yes,Yes,,,,,,7,,,,,
225,3,41,EFI GASOLINE ENGINE,BON-GGFI-9.0KW,EFI GASOLINE ENGINE,"Potencia máxima : 9,0 KW","[[""Potencia ma\u0301xima"",""9,0 KW""],[""Potencia nominal"",""8,5 KW""],[""Bobina del estator"",""100% Cobre""],[""Frecuencia"",""60 Hz""],[""Voltaje"",""120V\/240V doble voltaje""],[""Motor"",""16 HP (EI)""],[""Material del alternador"",""AI""],[""Tecnologi\u0301a"",""OHV, Va\u0301lvulas a la cabeza""],[""Tipo"",""4 Tiempos""],[""Tiempo ejecucion al 50% de carga"",""7,5 Hora""],[""Capacidad tanque combustible"",""27 Litros""],[""Sistema de arranque"",""Retra\u0301ctil""],[""Ruido dB(A) 7m"",""78-82""],[""Grado de aislamiento"",""F""]]",NULL,,0,,,NULL,NULL,No,Yes,Yes,Yes,Yes,,,,,,8,,,,,
226,3,41,EFI GASOLINE ENGINE,BON-GGFI-9.2KW,EFI GASOLINE ENGINE,"Potencia máxima : 9,2 KW","[[""Potencia ma\u0301xima"",""9,2 KW""],[""Potencia nominal"",""9,0 KW""],[""Bobina del estator"",""100% Cobre""],[""Frecuencia"",""50 Hz""],[""Voltaje"",""230 voltaje""],[""Motor"",""18,5 HP (EI)""],[""Material del alternador"",""CU""],[""Tecnologi\u0301a"",""OHV, Va\u0301lvulas a la cabeza""],[""Tipo"",""4 Tiempos""],[""Tiempo ejecucion al 50% de carga"",""7,5 Hora""],[""Capacidad tanque combustible"",""55 Litros""],[""Sistema de arranque"",""Retra\u0301ctil""],[""Ruido dB(A) 7m"",""80-84""],[""Grado de aislamiento"",""F""]]",NULL,,0,,,NULL,NULL,No,Yes,Yes,Yes,Yes,,,,,,9,,,,,
227,3,41,EFI GASOLINE ENGINE,BON-GGFI-9.5KW,EFI GASOLINE ENGINE,"Potencia máxima : 9,5 KW","[[""Potencia ma\u0301xima"",""9,5 KW""],[""Potencia nomina"",""9,2 KW""],[""Bobina del estator"",""100% Cobre""],[""Frecuencia"",""60 Hz""],[""Voltaje"",""120V\/240V doble voltaje""],[""Motor"",""18,5 HP (EI)""],[""Material del alternador"",""CU""],[""Tecnologi\u0301a"",""OHV, Va\u0301lvulas a la cabeza""],[""Tipo"",""4 Tiempos""],[""Tiempo ejecucion al 50% de carga"",""15,5 Hora""],[""Capacidad tanque combustible"",""55 Litros""],[""Sistema de arranque"",""Retra\u0301ctil""],[""Ruido dB(A) 7m"",""80-84""],[""Grado de aislamiento"",""F""]]",NULL,,0,,,NULL,NULL,No,Yes,Yes,Yes,Yes,,,,,,10,,,,,
228,3,41,EFI GASOLINE ENGINE,BON-GGFI-12.5KW,EFI GASOLINE ENGINE,"Potencia máxima : 12,5 KW","[[""Potencia ma\u0301xima"",""12,5 KW""],[""Potencia nominal"",""12,0 KW""],[""Bobina del estator"",""100% Cobre""],[""Frecuencia"",""50 Hz""],[""Voltaje"",""230 voltaje""],[""Motor"",""24 HP (EI)""],[""Material del alternador"",""CU""],[""Tecnologi\u0301a"",""OHV, Va\u0301lvulas a la cabeza""],[""Tipo"",""4 Tiempos""],[""Tiempo ejecucion al 50% de carga"",""12 Hora""],[""Capacidad tanque combustible"",""55 Litros""],[""Sistema de arranque"",""Retra\u0301ctil""],[""Ruido dB(A) 7m"",""83-86""],[""Grado de aislamiento"",""F""]]",NULL,,0,,,NULL,NULL,No,Yes,Yes,Yes,Yes,,,,,,11,,,,,
229,3,41,EFI GASOLINE ENGINE,BON-GGFI-13.5KW,EFI GASOLINE ENGINE,"Potencia máxima : 13,5 KW","[[""Potencia ma\u0301xima"",""13,5 KW""],[""Potencia nominal"",""13,0 KW""],[""Bobina del estator"",""100% Cobre""],[""Frecuencia"",""60 Hz""],[""Voltaje"",""120V\/240V doble voltaje""],[""Motor"",""24 HP (EI)""],[""Material del alternador"",""CU""],[""Tecnologi\u0301a"",""OHV, Va\u0301lvulas a la cabeza""],[""Tipo"",""4 Tiempos""],[""Tiempo ejecucion al 50% de carga"",""11 Hora""],[""Capacidad tanque combustible"",""55 Litros""],[""Sistema de arranque"",""Retra\u0301ctil""],[""Ruido dB(A) 7m"",""83-86""],[""Grado de aislamiento"",""F""]]",NULL,,0,,,NULL,NULL,No,Yes,Yes,Yes,Yes,,,,,,12,,,,,
230,3,41,EFI GASOLINE ENGINE,BON-GGFI-17.5KW,EFI GASOLINE ENGINE,"Potencia máxima : 17,5 KW","[[""Potencia ma\u0301xima"",""17,5 KW""],[""Potencia nominal"",""17,0 KW""],[""Bobina del estator"",""100% Cobre""],[""Frecuencia"",""50 Hz""],[""Voltaje"",""230 voltaje""],[""Motor"",""34 HP (EI)""],[""Material del alternador"",""CU""],[""Tecnologi\u0301a"",""OHV, Va\u0301lvulas a la cabeza""],[""Tipo"",""4 Tiempos""],[""Tiempo ejecucion al 50% de carga"",""7 Hora""],[""Capacidad tanque combustible"",""55 Litros""],[""Sistema de arranque"",""Retra\u0301ctil""],[""Ruido dB(A) 7m"",""88-92""],[""Grado de aislamiento"",""F""]]",,,0,,,NULL,NULL,No,Yes,No,No,Yes,,,,,,13,,,,,
231,3,41,EFI GASOLINE ENGINE,BON-GEFI-18.5KW,EFI GASOLINE ENGINE,"Potencia máxima : 18,5 KW","[[""Potencia ma\u0301xima"",""18,5 KW""],[""Potencia nominal"",""18,0 KW""],[""Bobina del estator"",""100% Cobre""],[""Frecuencia"",""60 Hz""],[""Voltaje"",""120V\/240V doble voltaje""],[""Motor"",""34 HP (EI)""],[""Material del alternador"",""CU""],[""Tecnologi\u0301a"",""OHV, Va\u0301lvulas a la cabeza""],[""Tipo"",""4 Tiempos""],[""Tiempo ejecucion al 50% de carga"",""6,5 Hora""],[""Capacidad tanque combustible"",""55 Litros""],[""Sistema de arranque"",""Retra\u0301ctil""],[""Ruido dB(A) 7m"",""88-92""],[""Grado de aislamiento"",""F""]]",,,0,,,NULL,NULL,No,Yes,No,No,Yes,,,,,,14,,,,,
232,4,68,DIESEL WATER PUMP,BON-P-DWP2.0-10.0HP,"PUMP TYPE : NON SELF PRIMING
",INLET/OUTLET - 2 INCH - 10.0 HP,"[[""Pump Type"",""Non Self-Priming""],["" Maximum power"",""10 HP \/ 3600 rpm""],[""Starting system"",""Electric (WITHOUT BATTERY)""],[""Maximum pumping capacity"",""25,000 liters per hour""],[""Suction diameter"",""2 inches""],[""Discharge diameter"",""2 inches""],[""Total elevation"",""68 Meters""],[""Suction height"",""8 Meters""]]",,,0,,BON-P-DWP3.0-10.5HP.pdf,BON-P-DWP2.0-10.0HP.pdf,NULL,No,Yes,No,No,No,,,specification-light-1718713740-c74fe81dace759ad5016.webp,,,4,,,,,specification-left-1718713730-ff4851fa44bb54c4008f.webp
233,3,73,GASOLINE ENGINE,BON-P-GE-3.0HP,MOTOR DE GASOLINA,POTENCIA 3.0 HP,"[[""Engine"",""3.0 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Stroke""],[""Cooling system"",""Air""],[""Cylinder diameter"",""51*38.8 mm""],[""Maximum power"",""4000 Rpm""],[""Torque"","" 3.7 Nm""],[""Fuel tank capacity"",""1.2 Liters""],[""Oil tank capacity"",""500 ml""],[""Starting system"",""Retractable""],[""Recommended oil"",""SAE10W-30""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;&lt;a href=&quot;https://bonhoeffermachines.in/ohv&quot; target=&quot;-blank&quot;&gt;OHV &lt;/a&gt;&lt;/strong&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;High power-to-displacement ratio&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Meets world&amp;#39;s most stringent environmental legislation&lt;/li&gt;
	&lt;li&gt;High Fuel Efficient Engine&lt;/li&gt;
	&lt;li&gt;Low Oil Consumption&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Extremely Powerful 4 Stroke 3 HP Gasoline Engine&lt;/h2&gt;

&lt;p&gt;Are you looking for an extremely efficient gasoline engine in the 4-stroke range? This is the right place for you to know more about the Bonhoeffer Gasoline Engine range. This is the 3 HP model under the 4-Stroke range. We use OHV overhead valve technology in our engines to make them more efficient and powerful. The fuel tank capacity of this machine is 1.2L, and the oil tank capacity is 500ml. The starting system of the engine is retractable, and the recommended oil to use the machine is SAE10W-30.&lt;/p&gt;

&lt;h3&gt;We Deal in Best Quality Gasoline Engines&lt;/h3&gt;

&lt;p&gt;Our gasoline engine range is extensive, and this range allows you to find the perfect gasoline engine for your requirements. We have different gasoline engine products with other capabilities. The 4-stroke engine is the most popular range right now in the market and is appropriate for various operations.&lt;/p&gt;
",1,,BON-P-GE-3.0HP.pdf,BON-P-GE-3.0HP.pdf,BON-P-GE-3.0HP.pdf,Yes,No,No,No,Yes,,specification-dark-1716960288-78a35a70f48a44492569.webp,specification-light-1716892953-b764ba64ad4692e1a03d.webp,,,3,Powerful 4 Stroke 3 HP Gasoline Engine – Bonhoeffer ,"We are introducing one of the most powerful gasoline engines, with 4 Stroke 3 HP power and 500 oil tank capacity, in Bonhoeffer Machines.  ",BON-P-GE-3.0HP.pdf,BON-P-GE-3.0HP.pdf,specification-left-1716892944-7678b3e7e9035c703576.webp
234,3,73,GASOLINE ENGINE,BON-P-GE-3.5HP,MOTOR DE GASOLINA,POTENCIA 3.5 HP,"[[""Engine"",""3,5 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Stroke""],[""Cooling system"",""Air""],[""Cylinder diameter"",""57*38.8 mm""],[""Maximum power"",""4000 Rpm""],[""Torque"",""4.4 Nm""],[""Fuel tank capacity"",""1.25 Liters""],[""Oil tank capacity"",""500 ml""],[""Starting System"",""Retractable""],[""Recommended oil"",""SAE10W-30""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;&lt;a href=&quot;https://bonhoeffermachines.in/ohv&quot; target=&quot;-blank&quot;&gt;OHV &lt;/a&gt;&lt;/strong&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;High power-to-displacement ratio&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Meets world&amp;#39;s most stringent environmental legislation&lt;/li&gt;
	&lt;li&gt;High Fuel Efficient Engine&lt;/li&gt;
	&lt;li&gt;Low Oil Consumption&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-GE-3.5HP &amp;ndash; Best Gasoline Engines for Agriculture&lt;/h2&gt;

&lt;p&gt;Gasoline engines are widely used in different industries, such as agriculture, construction, etc. This engine is a type of internal combustion engine that generates power by burning a volatile liquid fuel. The gas engine includes engine block, spark plug, crankshaft, pistons, and cylinders. We can divide these engines based on their types and various factors, including fuel management, ignition, rotor arrangement, piston and cylinder, strokes per cycle, cooling system and valve type and location.&lt;/p&gt;

&lt;h3&gt;4000 RPM and 1.25 Litre Capacity&lt;/h3&gt;

&lt;p&gt;BON-P-GE-3.5HP is a 4-Stroke Gasoline Engine by Bonhoeffer with an air-cooling feature and a 4000 maximum RPM capability. The fuel tank capacity is 1.25 Litres, and the oil tank capacity is 500 ml. The recommended oil for this product is SAE10W-30. The model is one of the best gas engines for power generation.&lt;/p&gt;
",2,,BON-P-GE-3.5HP.pdf,BON-P-GE-3.5HP.pdf,BON-P-GE-3.5HP.pdf,Yes,No,No,No,Yes,,specification-dark-1716960316-c6c38ce4e288e832ea8e.webp,specification-light-1716892494-b70309b52753b0c5b291.webp,,,4,BON-P-GE-3.5HP – 3 HP 4 Stroke Gasoline Engine ,"Take a look at the best gasoline engines for the agriculture industry by Bonhoeffer Machines, and BON-P-GE-3.5HP is one of the best engines. ",BON-P-GE-3.5HP.pdf,BON-P-GE-3.5HP.pdf,specification-left-1716892485-bb8bf38b5ead7da6f327.webp
235,3,73,GASOLINE ENGINE,BON-P-GE-4.0HP,MOTOR DE GASOLINA,POTENCIA 4.0 HP,"[[""Engine"",""4.0 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Stroke""],[""Cooling system"",""Air""],[""Cylinder diameter"","" 61*45 mm""],[""Maximum power"",""4000 Rpm""],[""Torque"",""6.5 Nm""],[""Fuel tank capacity"",""1.2 Liters""],[""Oil tank capacity"",""500 ml""],[""Starting System"",""Retractable""],[""Recommended oil"",""SAE10W-30""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;&lt;a href=&quot;https://bonhoeffermachines.in/ohv&quot; target=&quot;-blank&quot;&gt;OHV &lt;/a&gt;&lt;/strong&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;High power-to-displacement ratio&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Meets world&amp;#39;s most stringent environmental legislation&lt;/li&gt;
	&lt;li&gt;High Fuel Efficient Engine&lt;/li&gt;
	&lt;li&gt;Low Oil Consumption&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Bonhoeffer 4-Stroke 4 HP Gasoline Engine &amp;ndash; Powerful and Reliable&lt;/h2&gt;

&lt;p&gt;A gasoline engine is a heat engine powered by gas. These engines are commonly used to move motor vehicles and agricultural equipment. A gasoline engine is a piston-driven gasoline engine. &lt;a href=&quot;https://bonhoeffermachines.com/en/category/gasoline-engine&quot; target=&quot;-blank&quot;&gt; Gasoline Engines&lt;/a&gt; by Bonhoeffer Machines are powerful and available in an extensive range. OHV is the technology of the engine with 4-stroke capability. 500ml is the oil tank capacity of the engine.&lt;/p&gt;

&lt;h3&gt;Powerful Gas Engines for Operations&lt;/h3&gt;

&lt;p&gt;We at &lt;a href=&quot;https://bonhoeffermachines.com/en/&quot; target=&quot;-blank&quot;&gt; Bonhoeffer Machines&lt;/a&gt; design and deliver the best quality machinery range, and our gasoline engines are extremely powerful for different operations. BON-P-GE-4.0HP is a 4-stroke 4 HP gasoline engine that powers many other machines, including cars and trucks. They are the most popular option for moving large quantities of people and goods. Basically, a gasoline engine is a mix of fuel and air that is compressed and ignited. This is the gas law process.&lt;/p&gt;
",3,,BON-P-GE-4.0HP.pdf,BON-P-GE-4.0HP.pdf,BON-P-GE-4.0HP.pdf,Yes,No,No,No,Yes,,specification-dark-1716960347-6cf70b5d11eadcf84c68.webp,specification-light-1716886964-4e8c0a1a8c853e5972bd.webp,,,5,BON-P-GE-4.0HP – 4-Stroke 4 HP Gas Engines,"Check the quality and range of 4HP and 4-Stroke Gas Engines, which are powerful, reliable, and efficient for operations.",BON-P-GE-4.0HP.pdf,BON-P-GE-4.0HP.pdf,specification-left-1716886948-1dabda7d7b9cee395bba.webp
236,3,73,GASOLINE ENGINE,BON-P-GE-5.0HP,MOTOR DE GASOLINA,POTENCIA 5.0 HP,"[[""Engine"",""5.0 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Stroke""],[""Cooling system"",""Air""],[""Cylinder diameter"",""65*45 mm""],[""Maximum power"",""4000 Rpm""],[""Torque"",""7.2 Nm""],[""Fuel tank capacity"",""1.2 Liters""],[""Oil tank capacity"",""500 ml""],[""Starting system"",""Retractable""],[""Recommended oil"",""SAE10W-30""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;&lt;a href=&quot;https://bonhoeffermachines.in/ohv&quot; target=&quot;-blank&quot;&gt;OHV &lt;/a&gt;&lt;/strong&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;High power-to-displacement ratio&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Meets world&amp;#39;s most stringent environmental legislation&lt;/li&gt;
	&lt;li&gt;High Fuel Efficient Engine&lt;/li&gt;
	&lt;li&gt;Low Oil Consumption&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-GE-5.0HP &amp;ndash; Best Gasoline Engines by Bonhoeffer&lt;/h2&gt;

&lt;p&gt;Gasoline engines are ideal for high-power applications because they burn a volatile liquid fuel with ignition powered by an electric spark. These engines are built to meet the requirements for power-plant applications. Gas engines are widely used in automobiles, small trucks, general aviation aircraft, outboard and inboard marine units, moderate-sized stationary pumping, lighting plants, machine tools, and power tools.&lt;/p&gt;

&lt;h3&gt;4-Stroke 5 HP Engine with 500ml Oil Tank Capacity&lt;/h3&gt;

&lt;p&gt;BON-P-GE-5.0HP is the ultimate gasoline engine for high-power operations with OHV overhead valve technology. This is a 4-stroke gas engine with an air-cooling system, and the fuel tank capacity of the model is 1.2L. 500ml is the oil tank capacity with a retractable starting system. &lt;a href=&quot;https://bonhoeffermachines.com/en/about-us&quot; target=&quot;-blank&quot;&gt; Bonhoeffer &lt;/a&gt; gasoline engines range is best in the market.&lt;/p&gt;
",4,,BON-P-GE-5.0HP.pdf,BON-P-GE-5.0HP.pdf,BON-P-GE-5.0HP.pdf,Yes,No,No,No,Yes,,specification-dark-1716960438-6a4d87a5f24a910353bb.webp,specification-light-1716888745-75614748e240f33324d2.webp,,,6,BON-P-GE-5.0HP – 4 Stroke Best Gasoline Engines ,"BON-P-GE-5.0HP is an ultimate 4-Stroke Gasoline Engine by Bonhoeffer, which is 4000 Maximum RPM.",BON-P-GE-5.0HP.pdf,BON-P-GE-5.0HP.pdf,specification-left-1716888731-d7fe66da037788fefa7b.webp
237,3,80,GASOLINE INVERTER,BON-P-GI-7.5KW,GASOLINE INVERTER,MAX . POWER 7.5 KW,"[[""Voltage (V) "",""120-60 HZ""],[""Frequency"",""50 or 60 Hz""],[""Maximum fuel tank size"",""26 Liters""],[""Running time at 50% load"",""8 hours""],[""Alternator material"",""permanent magnet""],[""Engine"",""16 HP (OHV, air cooled)""],[""Oil capacity"",""0,60 Liters""],[""Starting system"",""Electric""],[""Noise dB(A) (7 m)"",""\u226477""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV &lt;/strong&gt;&lt;/a&gt;design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;More power. Same legendary quality&lt;/li&gt;
	&lt;li&gt;Power for refrigerators, hair dryer, small AC units, and much more&lt;/li&gt;
	&lt;li&gt;Lightweight and compact&lt;/li&gt;
	&lt;li&gt;Fuel Efficient &amp;amp; Environmentally Friendly&lt;/li&gt;
	&lt;li&gt;Highly Heat Conductivity Product&amp;rsquo;s with 100% cooper winding&lt;/li&gt;
	&lt;li&gt;Super Quiet operation&lt;/li&gt;
&lt;/ul&gt;
",,0,,,NULL,NULL,Yes,,,,,,,,,,9,,,,gasoline-inverter-workshop-manual.pdf,
